"Location","Control Program","Name","Type","Offset / Polarity","Exp:Num","I/O Type"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.OA-DMPR-STAT","BAI","0","0:6","0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.HWR","BAI","0","0:9","Thermistor"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Not Used","BAI","0","0:0","0-20 mA"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Not Used","BAI","0","0:0","0-20 mA"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.RLF-DMPR-STAT","BAI","0","0:7","0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2-CO2-2","BAI","0","0:14","0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.SF-STAT-Hz","BAI","-2","0:2","0-20 mA"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.RH-RMT","ASVI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.SA-SMK","BBI","reversed","0:5","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.HWP3-STAT","BBI","reversed","0:10","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Low Temp Status","BBI","reversed","0:4","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.OCC","BBI","normal","0:15","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.SF-STAT","BBI","reversed","0:1","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.CLG-VLV4","BAO","0","0:4","Electrical 0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.PH-VLV3","BAO","0","0:5","Electrical 0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.OA-DMPR","BAO","0","0:3","Electrical 0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.RLF-DMPR","BAO","0","0:2","Electrical 0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.SF-VFD","BAO","0","0:6","Electrical 0-10 Volt"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.HWP3-SS","BBO","normal","0:5","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","GHUE-AHU2.SF-SS","BBO","normal","0:6","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Active Zone","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","COOLING RUNFOR TIME","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","EI Weighting","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Environmental Index Count","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HEATING RUNFOR TIME","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Zone EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Zone EI Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Zone Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Zone Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","COOLING REQUEST","BBV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HEATING REQUEST","BBV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","schedule","BBV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Status","BBV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Dirty Filter Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Duct Smoke Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HCP-1 Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HI_CO2","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HI DAT Shutdown","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HI Zone Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HWP-1 Hand Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","HWP-1 Runtime Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","LO DAT Shutdown","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Low Temp Status Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","LO Zone Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","OA Damper Status Failure","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Relief Damper Status Failure","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Hand Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Runtime Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Campus Global Outside CO2","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Cool Available","BNI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Cooling Demand","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Heat Available","BNI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Heating Demand","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","OAT","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Outside Air Enthalpy","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Control","BNO","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Status","BNI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan Status Amps","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Supply Fan VFD","ANO","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Cooling Coil Valve PID Loop","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Cooling Coil Valve PID Loop / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Cooling Coil Valve PID Loop / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Cooling Coil Valve PID Loop / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Economizer OA/RA PID","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Economizer OA/RA PID / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Economizer OA/RA PID / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Economizer OA/RA PID / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Occupied Heating Valve Control PID","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Occupied Heating Valve Control PID / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Occupied Heating Valve Control PID / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Occupied Heating Valve Control PID / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","SUMMER Zone Temp Control PID","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","SUMMER Zone Temp Control PID / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","SUMMER Zone Temp Control PID / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","SUMMER Zone Temp Control PID / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Unoccupied Heating Valve Control PID","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Unoccupied Heating Valve Control PID / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Unoccupied Heating Valve Control PID / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","Unoccupied Heating Valve Control PID / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","WINTER Zone Temp Control PID","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","WINTER Zone Temp Control PID / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","WINTER Zone Temp Control PID / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-AHU2","WINTER Zone Temp Control PID / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BRS","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used / Zone Temp","BAI","0","0:0","Thermistor"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used / Override Time Remaining","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint","BSPTCS","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Cooling Occupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Heating Occupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Cooling Unoccupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Heating Unoccupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Cooling Setpoint Adjust","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Heating Setpoint Adjust","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Effective Cooling Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Setpoint / Effective Heating Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BAI","0","0:0","Thermistor"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BAI","0","0:0","9"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BAI","0","0:0","9"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","GHUE-UH3.RMT","BAI","0","0:2","1"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","ASVI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","GHUE-UH3.SF-STAT","BBI","normal","0:1","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BBI","normal","0:0","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BBI","normal","0:0","1"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BTLO","" ,"0:0","1"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","GHUE-UH3.SF-SS","BBO","normal","0:1","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BBO","normal","0:0","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","GHUE-UH3.VLV","BBO","reversed","0:2","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BFM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used / open","BFM","" ,"0:0","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used / close","BFM","" ,"0:0","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used","BFM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used / open","BFM","" ,"0:0","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Not Used / close","BFM","" ,"0:0","Relay / Triac Output"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Active Zone","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","EI Weighting","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Environmental Index Count","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","HEAT RUN FOR","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","RUN REQ","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone EI Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone Temperature","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","schedule","BBV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan Method","BMSV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","HEATING VALVE","BMSV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone Sensor Type","BMSV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan-1 Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan-1 Hand Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan-1 Runtime Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan-2 Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan-2 Hand Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Fan-2 Runtime Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","HI DAT Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","HI Zone Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","LO DAT Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","LO Zone Alarm","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","ZN_TEMP_FAIL","BALM","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Cooling Demand","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Heat Available","BNI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Heating Demand","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","OAT","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Occ2","POLLTOT","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Zone temperature (brdcst)","ANI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Unit Heater HW Valve PID","BPID","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Unit Heater HW Valve PID / Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Unit Heater HW Valve PID / Input","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-UH3","Unit Heater HW Valve PID / PID out","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used","BRS","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used / Zone Temp","BAI","0","0:0","Thermistor"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used / Override Time Remaining","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint","BSPTCS","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Cooling Occupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Heating Occupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Cooling Unoccupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Heating Unoccupied Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Cooling Setpoint Adjust","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Heating Setpoint Adjust","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Effective Cooling Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Setpoint / Effective Heating Setpoint","BAV","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","GHUE-CUH5.DAT","BAI","0","0:2","Thermistor"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used","BAI","0","0:0","9"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used","BAI","0","0:0","9"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","GHUE-CUH5.RMT","BAI","0","0:4","Thermistor"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used","ASVI","" ,"" ,"" 
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","GHUE-CUH5.SF.STAT","BBI","normal","0:1","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","Not Used","BBI","normal","0:0","Dry Contact"
"/Carleton College/Goodhue Hall/Facility Summary/Basement Level/Mech Room 21","GHUE-CUH5","GHUE-CUH5.FRZ","BBI","reversed","0:3","Dry Contact"
