"Location","Control Program","Name","Type","Offset / Polarity","Exp:Num","I/O Type"
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Environmental Index Total","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","Lower Level Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","1st Floor Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Environmental Index","2nd Floor Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CHW RETURN TEMP","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CHW SUPPLY TEMP","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CONDSER GPM","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","COND SUPPLY TEMP","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","DIFF PRESSURE","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","EVAP FLOW","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CHILLER ALARM","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CHILLER STATUS","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","COND REQUEST","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","EMERG STOP SW","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","EVAP REQUEST","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","LOW LEVEL ALARM","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CT1 FAN SPEED","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","PUMP SPEED","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","PUMP SPEED","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CHILLER START","BMBO","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CT1 MU WATER ENA","BMBO","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","PRESSURE SETPT","BMAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SPEED CMD","BMAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SPEED CMD","BMAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SPEED CMD","BMAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SPEED CMD","BMAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SPEED CMD","BMAV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","COND PMP1 SS","BMBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","COND PMP2 SS","BMBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","CT1 START/STOP","BMBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SEC PMP1 SS","BMBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","SEC PUMP2 SS","BMBV","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","point name","ANI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","point name","ANI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","point name","BNI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-CHWS.SYSTEM","point name","BNI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.CCT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.CO2","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.DSP","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.FLT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.MAT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.OAF","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RAH","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RAT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RAVP","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RF:CURRENT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RF:FREQ OUTPUT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RF:SPEED","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SAH","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SAT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SAVP","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SF:CURRENT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SF:FREQ OUTPUT","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SF:SPEED","BMAI","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.DXFLT","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.FRZ","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RF:ENA.DIS ACT","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RF:RUN.STOP ACT","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SF:ENA.DIS ACT","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SF:RUN.STOP ACT","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SMK","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.SPA","BMBI","?","" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.CCV","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.DXS","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.H","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.HCV","BMAO","" ,"" ,"" 
"/Carleton College/Weitz Center/Facility Summary/Lower Level","WCC-AHU11","WC.AH11.RVF","BMAO","" ,"" ,"" 
