"Location","Control Program","Name","Type","Offset / Polarity","Exp:Num","I/O Type"
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Scoville Environmental Index Total","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","1st Floor Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","2nd Floor Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","3rd Floor Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","EI Time Satisfied","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Runtime","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Time Satisfied Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Total Percent","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Total Weight","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted Environmental Index","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Zone Occ Limit","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Environmental Index Occupancy Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Status","BBV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","EI_LOW","BALM","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Active Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Max Zones #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted EI #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted EI #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted EI #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted EI #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted EI #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weighted EI #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weights #1","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weights #2","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weights #3","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weights #4","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weights #5","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/SCOV-Scoville","Attic Area Rollup","Weights #6","POLLTOT","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWDP","BAI","0","0:5","0-20 mA"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWRT","BAI","0","0:9","Thermistor"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWSP","BAI","0","0:8","Thermistor"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS-PumpSuctionPressure","BAI","0","0:6","0-20 mA"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWLSP","BAI","0","0:7","0-20 mA"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS-BYPASSVALVEMODULATION","BAO","0","0:1","Electrical 0-10 Volt"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWP1-VFD","BAO","0","0:4","Electrical 0-10 Volt"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWP2-VFD","BAO","0","0:3","Electrical 0-10 Volt"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWS.HX-VLV1","BAO","0","0:2","Electrical 0-10 Volt"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWP1-SS","BBO","normal","0:6","Relay / Triac Output"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","SCOV-HWS.HWP2-SS","BBO","normal","0:5","Relay / Triac Output"
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","Heating Requests","BAV","" ,"" ,"" 
"/Carleton College/Scoville Hall/Facility Summary/1st Floor","SCOV-HX1","Runtime swap time","BAV","" ,"" ,"" 
